"Story","Title","Result","Date","Stability","Duration (s)"
"Login test","Test blank email","SUCCESS","2015-08-28T17:30:01.122+03:00","0.0","22.83"
"Login test","Test invalid email","SUCCESS","2015-08-28T17:30:46.395+03:00","0.0","23.18"
"Login test","Test valid login","SUCCESS","2015-08-28T17:30:24.298+03:00","0.0","21.68"
