"Story","Title","Result","Date","Stability","Duration (s)"
"Login test","Test blank email","SUCCESS","2015-07-22T17:26:40.303+03:00","0.0","14.46"
"Login test","Test incorrect email","SUCCESS","2015-07-22T17:27:22.551+03:00","0.0","12.48"
"Login test","Test invalid email","SUCCESS","2015-07-22T17:27:07.108+03:00","0.0","15.06"
"Login test","Test valid login","SUCCESS","2015-07-22T17:26:55.640+03:00","0.0","11.03"
